id|utterance|description|emotion|date_created|status|gender|age|level|audio_recording|user_id
364|But even finding the center of gravity of the sphere accurately was difficult.|{transcription} said {user_id} in a {emotion} voice.|Neutral|2022-07-14 13:19:07.138025|Complete|Female|20s|0|wavs/recorded_audio_OeaXVPR.webm|3
365|A river runs slightly west of Kajiki.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {runs}.|Excited|2022-07-14 13:20:30.648101|Complete|Female|20s|7|wavs/recorded_audio_j5g00Yw.webm|3
366|He or she may hold a sword or wand, or other masculine symbol.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {He or she}.|Neutral|2022-07-14 13:21:15.176775|Complete|Female|20s|0|wavs/recorded_audio_16eHFWy.webm|3
367|Lane and Monique are last seen kissing at home plate at Dodger Stadium.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {seen} and {home plate}.|Disgust|2022-07-14 13:21:51.892797|Complete|Female|20s|2|wavs/recorded_audio_wbmKWUG.webm|3
368|Absu mainman and drummer Proscriptor soon filled the vacant position.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {and drummer Proscriptor}.|Excited|2022-07-14 13:22:32.501676|Complete|Female|20s|6|wavs/recorded_audio_9USS5MO.webm|3
369|Since then she has also acquired a substantial stake in Fairfax Media.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {also}, {substantial} and {Fairfax Media}.|Excited|2022-07-14 13:23:18.317719|Complete|Female|20s|7|wavs/recorded_audio_0NKAqN3.webm|3
370|By this, Sun meant independence from imperialist domination.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {By this} and {domination}.|Disgust|2022-07-14 13:25:36.331586|Complete|Female|20s|2|wavs/recorded_audio_wlQZ3iQ.webm|3
371|Koosharem is located in the Sevier School District and has one elementary school.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Sevier School District} and {one}.|Excited|2022-07-14 13:28:53.502134|Complete|Female|20s|6|wavs/recorded_audio_naVVq6l.webm|3
372|They were hip to psychedelics as psychiatric medicine.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {hip} and {psychedelics as psychiatric}.|Surprised|2022-07-14 13:29:19.096095|Complete|Female|20s|4|wavs/recorded_audio_hS7CJm6.webm|3
373|Galmudug is another regional administration that emerged just south of Puntland.|Placing emphasis on {Galmudug}, {user_id} said {transcription}.|Neutral|2022-07-18 13:49:26.181695|Complete|Female|20s|0|wavs/recorded_audio_KAwaRAe.webm|3
374|Early variant names were Clarkville and Altoona.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Early variant names} and {and}.|Excited|2022-07-18 13:51:51.719233|Complete|Female|20s|8|wavs/recorded_audio_WPSpopS.webm|3
375|When the perianth is in two whorls, it is described as biseriate.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {is in two whorls} and {biseriate}.|Angry|2022-07-18 14:01:57.805399|Complete|Female|20s|7|wavs/recorded_audio_lr22uTr.webm|3
376|Rainfall is very frequent in this part and the weather often changes quickly.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {very}, {this part} {and} and {often}.|Sarcastic|2022-07-29 12:21:30.558958|Complete|Female|20s|3|wavs/recorded_audio_ZAwRbrx.webm|3
377|Little is known of this period in his life.|Placing emphasis on {known}, {period} and {life}, {user_id} said {transcription}.|Disgust|2022-07-14 13:34:03.079307|Complete|Female|20s|1|wavs/recorded_audio_jcgTbVc.webm|3
378|It is a feeder to the Southern Combination League Division Three.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Southern Combination League Division}.|Sad|2022-07-16 15:30:06.832730|Complete|Female|20s|6|wavs/recorded_audio_ab1eugB.webm|3
379|JavaScript supports implicit and explicit delegation.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {implicit}.|Neutral|2022-07-16 15:30:41.489654|Complete|Female|20s|0|wavs/recorded_audio_CdvlrFV.webm|3
380|Marta curry favored with her teacher to get better grades.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {her teacher} and {better grades}.|Happy|2022-07-16 15:31:18.035558|Complete|Female|20s|5|wavs/recorded_audio_hpODKYw.webm|3
381|The alarm panel should have both a buzzer and an indicator light.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {both}.|Neutral|2022-07-16 15:31:49.372605|Complete|Female|20s|0|wavs/recorded_audio_G77qFgX.webm|3
382|The Australian bulldog ants are among the biggest and most basal of ants.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {biggest}, {and} and {basal}.|Happy|2022-07-18 14:03:10.046426|Complete|Female|20s|5|wavs/recorded_audio_mfYlIiG.webm|3
383|Aside from his father, his idol was Vancouver Canucks play-by-play broadcaster Jim Robson.|Placing emphasis on {Vancouver Canucks} and {Jim Robson}, {user_id} said {transcription}.|Excited|2022-07-18 14:05:49.939410|Complete|Female|20s|6|wavs/recorded_audio_QWGviBS.webm|3
384|They have toured North America, Europe, Australia, New Zealand and Japan.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {North America, Europe, Australia, New Zealand and Japan}.|Disgust|2022-07-16 15:35:05.800687|Complete|Female|20s|3|wavs/recorded_audio_fUwxcB7.webm|3
385|The National Park is located west of Esperance on the southern coast.|Placing emphasis on {National Park}, {west} and {southern coast}, {user_id} said {transcription}.|Excited|2022-07-18 14:07:11.729377|Complete|Female|20s|6|wavs/recorded_audio_QeemCpY.webm|3
386|The Court of Appeals denied this reasoning and upheld the conviction.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {denied} and {upheld the conviction}.|Angry|2022-07-16 15:36:17.211824|Complete|Female|20s|7|wavs/recorded_audio_4kRe4qD.webm|3
387|Saint Thomas also has many factories for food processing and electrical equipment.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {many}, {and} and {electrical equipment}.|Sarcastic|2022-07-16 15:36:59.649796|Complete|Female|20s|2|wavs/recorded_audio_1l2mrE9.webm|3
388|"The title also appears as a line in ""One Year of Love""."|"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {in} and {""One Year of Love""}."|Happy|2022-07-16 15:37:30.728751|Complete|Female|20s|3|wavs/recorded_audio_DNrVCqU.webm|3
389|In his youth my dad was a hooligan.|In an {emotion} voice, {user_id} says {transcription}.|Neutral|2022-07-16 15:42:04.854066|Complete|Female|20s|0|wavs/recorded_audio_kSDSxZh.webm|3
390|In all other instances the copular verb acts regularly.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {all} and {acts regularly}.|Happy|2022-07-16 15:43:06.014790|Complete|Female|20s|3|wavs/recorded_audio_wC6dAsG.webm|3
391|"It has been described as ""a 'Turkey lobby' in Washington""."|"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {has been}{} and {""a 'Turkey lobby' in Washington""}."|Disgust|2022-07-16 15:44:02.435935|Complete|Female|20s|5|wavs/recorded_audio_xnaWjtl.webm|3
392|An entrepreneur is an example of a businessperson.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {entrepreneur}.|Neutral|2022-07-29 12:23:09.612334|Complete|Female|20s|0|wavs/recorded_audio_9dOKLL0.webm|3
393|When playing the anthem, the music may be either live or recorded.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {may be} and {or}.|Neutral|2022-07-16 15:45:26.409847|Complete|Female|20s|0|wavs/recorded_audio_qFf6o1H.webm|3
394|Shark gill slits lie in a row behind the head.|Placing emphasis on {in a row} and {head}, {user_id} said {transcription}.|Excited|2022-07-16 15:45:57.218526|Complete|Female|20s|6|wavs/recorded_audio_2xhDSn8.webm|3
395|The working title of the programme was Eco-Challenge.|Placing emphasis on {The working title} and {Eco-Challenge}, {user_id} said {transcription}.|Surprised|2022-07-16 15:46:33.172946|Complete|Female|20s|5|wavs/recorded_audio_zIYcFyT.webm|3
396|The school operates at two levels: junior and senior school.|Placing emphasis on {two} and {junior}, {user_id} said {transcription}.|Happy|2022-07-16 15:48:08.696982|Complete|Female|20s|2|wavs/recorded_audio_pHms5lI.webm|3
397|He confessed and was sent to prison.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {and was sent}.|Excited|2022-07-16 15:48:57.820807|Complete|Female|20s|6|wavs/recorded_audio_QJBoQsG.webm|3
398|Connolly undertook a tour of Germany, Austria and Hungary before starting at Oxford University.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Connolly undertook}, {Germany, Austria and Hungary}, {starting} and {Oxford University}.|Surprised|2022-07-16 15:50:40.125000|Complete|Female|20s|5|wavs/recorded_audio_CaEzjdS.webm|3
399|They are not currently performing.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {not}.|Neutral|2022-07-16 15:51:10.164036|Complete|Female|20s|0|wavs/recorded_audio_TDxhJNu.webm|3
400|He never returned to school.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {never} and {school}.|Angry|2022-07-16 15:54:03.715538|Complete|Female|20s|8|wavs/recorded_audio_CFbicnc.webm|3
401|The water flows through most of the cards of the Rider-Waite-Smith Tarot.|Placing emphasis on {flows}, {most}, {cards} and {Tarot}, {user_id} said {transcription}.|Excited|2022-07-16 15:54:51.848590|Complete|Female|20s|6|wavs/recorded_audio_TithtlC.webm|3
402|The rooms are designed to accommodate four women each.|Placing emphasis on {designed}, {four} and {each}, {user_id} said {transcription}.|Disgust|2022-07-16 15:55:38.093553|Complete|Female|20s|2|wavs/recorded_audio_ARsazfy.webm|3
403|These drugs may have systemic side effects including diabetes and pancreatitis.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {systemic}.|Sarcastic|2022-07-16 15:58:38.109211|Complete|Female|20s|2|wavs/recorded_audio_nK3hZsb.webm|3
404|For pedestrians, the ferries remain free of charge.|In an {emotion} voice, {user_id} says {transcription}.|Neutral|2022-07-16 15:59:21.386319|Complete|Female|20s|0|wavs/recorded_audio_sb5ZruA.webm|3
405|Yam is also extensively cultivated throughout the city.|Placing emphasis on {Yam}, {also} and {throughout}, {user_id} said {transcription}.|Excited|2022-07-16 16:01:16.346583|Complete|Female|20s|8|wavs/recorded_audio_XdllwSL.webm|3
406|Others do not behave as clearly like monosyllabic diphthongs.|Placing emphasis on {do not behave}, {user_id} said {transcription}.|Excited|2022-07-29 12:25:32.406942|Complete|Female|20s|7|wavs/recorded_audio_SFiwyqY.webm|3
407|The island is northwest of the Salisbury Beach State Reservation.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {island}, {northwest} and {Salisbury Beach State Reservation}.|Angry|2022-07-16 16:03:36.758986|Complete|Female|20s|7|wavs/recorded_audio_YJ9hASM.webm|3
408|He studied naval medicine in Bordeaux.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {studied}.|Happy|2022-07-16 16:04:04.700035|Complete|Female|20s|5|wavs/recorded_audio_E6ds5Jg.webm|3
409|Initially she worked with Ian Garrow arranging his escape route over the Pyrenees.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Ian Garrow}, {escape route} and {Pyrenees}.|Angry|2022-07-18 14:09:55.060581|Complete|Female|20s|8|wavs/recorded_audio_ziejPvS.webm|3
410|It was named for Jefferson County pioneer, Joseph Barnett.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Jefferson County pioneer} and {Joseph Barnett}.|Disgust|2022-07-18 14:11:49.348270|Complete|Female|20s|4|wavs/recorded_audio_d9lKR5z.webm|3
411|It is known to lie far outside the orbit of Neptune.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {known} and {far}.|Happy|2022-07-16 16:05:00.126952|Complete|Female|20s|4|wavs/recorded_audio_rpXLLji.webm|3
412|This town is famous for being a good spot for kite surfing.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {This} and {good spot}.|Excited|2022-07-16 16:05:39.933007|Complete|Female|20s|8|wavs/recorded_audio_1BybzGg.webm|3
413|These slogans were featured in-store and in advertising.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {featured}.|Happy|2022-07-16 16:06:09.180112|Complete|Female|20s|4|wavs/recorded_audio_B0R8YoW.webm|3
414|Caterers now create an experience that involves the senses.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Caterers} and {experience}.|Happy|2022-07-16 16:06:57.272247|Complete|Female|20s|4|wavs/recorded_audio_y90wdZ4.webm|3
415|Admissions letters for the regular admissions process are generally mailed in March.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {mailed in March}.|Sarcastic|2022-07-16 16:09:26.751092|Complete|Female|20s|3|wavs/recorded_audio_vkHyyTm.webm|3
416|In some situations, such as large seals on public documents, beeswax was used.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {some} and {was used}.|Sarcastic|2022-07-16 16:10:29.215036|Complete|Female|20s|2|wavs/recorded_audio_952NVQE.webm|3
417|It is widely considered to be the first grunge record.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {widely} and {first grunge record}.|Angry|2022-07-16 16:10:56.586954|Complete|Female|20s|7|wavs/recorded_audio_1epmLVT.webm|3
418|"There is also a promotional video called ""Blinking Bear Version""."|"Placing emphasis on {promotional} and {""Blinking Bear Version""}, {user_id} said {transcription}."|Excited|2022-07-16 16:11:39.889762|Complete|Female|20s|8|wavs/recorded_audio_9CAK3Rk.webm|3
419|To formulate these principles we first state some definitions.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {first} and {definitions}.|Surprised|2022-07-16 16:12:06.734005|Complete|Female|20s|5|wavs/recorded_audio_qZY5d9C.webm|3
420|She was ambidextrous and played with two forehands.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {and} and {two forehands}.|Surprised|2022-07-18 14:12:50.477970|Complete|Female|20s|2|wavs/recorded_audio_vF0i1eF.webm|3
421|There were no casualties.|{user_id} said {transcription} With a {emotion} voice.|Sarcastic|2022-07-16 16:13:29.389900|Complete|Female|20s|2|wavs/recorded_audio_0sXcBMX.webm|3
422|Much of his work is available for viewing on Behance.|Placing emphasis on {Behance}, {user_id} said {transcription}.|Excited|2022-07-18 14:14:00.876501|Complete|Female|20s|7|wavs/recorded_audio_6lrGxUj.webm|3
423|He was the older brother of American novelist Kurt Vonnegut.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {older}.|Happy|2022-07-18 14:15:16.504052|Complete|Female|20s|2|wavs/recorded_audio_BSXWxcv.webm|3
424|By changing the house codes, Riccardo Tisci adds some dark and sensual romanticism touch.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Riccardo Tisci} and {dark}.|Happy|2022-07-18 14:18:22.352401|Complete|Female|20s|5|wavs/recorded_audio_Q9zC93k.webm|3
